id,nombre,es_default,altura,peso,experiencia_base,tipos,habilidades,habilidades_ocultas,hp,ataque,defensa,ataque_especial,defensa_especial,velocidad,total_movimientos,movimientos,descripcion,es_legendario,es_mitico,tasa_captura,felicidad_base,habitat,generacion,cadena_evolucion_url,sprite_frente,sprite_shiny,fecha_extraccion
23,ekans,True,20,69,58,poison,"intimidate, shed-skin, unnerve",unnerve,35,60,44,40,54,55,95,"bind, slam, headbutt, body-slam, wrap, take-down, double-edge, poison-sting, leer, bite, disable, acid, strength, mega-drain, earthquake, fissure, dig, toxic, rage, mimic, screech, double-team, haze, bide, skull-bash, glare, leech-life, rest, rock-slide, substitute, thief, snore, curse, spite, protect, scary-face, sludge-bomb, mud-slap, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, pursuit, iron-tail, hidden-power, rain-dance, sunny-day, crunch, beat-up, stockpile, spit-up, swallow, torment, facade, knock-off, snatch, secret-power, poison-fang, rock-tomb, mud-shot, poison-tail, natural-gift, payback, gastro-acid, sucker-punch, toxic-spikes, poison-jab, dark-pulse, aqua-tail, seed-bomb, switcheroo, fire-fang, mud-bomb, gunk-shot, captivate, venoshock, sludge-wave, coil, acid-spray, round, bulldoze, snarl, belch, confide, infestation, brutal-swing, psychic-fangs, scale-shot, skitter-smack, lash-out, tera-blast, trailblaze","Cuanto más viejo, más crece este Pokémon. Por la noche, descansa en las ramas de los árboles.",False,False,255,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/9/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/23.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/23.png,2026-02-19T13:57:22.179762
24,arbok,True,35,650,157,poison,"intimidate, shed-skin, unnerve",unnerve,60,95,69,65,79,80,101,"bind, slam, headbutt, body-slam, wrap, take-down, double-edge, poison-sting, leer, bite, acid, hyper-beam, strength, mega-drain, earthquake, fissure, dig, toxic, rage, mimic, screech, double-team, haze, bide, skull-bash, glare, leech-life, rest, rock-slide, substitute, thief, snore, curse, spite, protect, scary-face, sludge-bomb, mud-slap, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, pain-split, iron-tail, hidden-power, rain-dance, sunny-day, crunch, stockpile, spit-up, swallow, torment, facade, knock-off, snatch, secret-power, poison-fang, rock-tomb, mud-shot, poison-tail, natural-gift, payback, gastro-acid, sucker-punch, toxic-spikes, poison-jab, dark-pulse, aqua-tail, seed-bomb, switcheroo, giga-impact, thunder-fang, ice-fang, fire-fang, mud-bomb, gunk-shot, captivate, venoshock, sludge-wave, coil, acid-spray, round, bulldoze, dragon-tail, snarl, belch, confide, infestation, throat-chop, brutal-swing, psychic-fangs, stomping-tantrum, breaking-swipe, scale-shot, skitter-smack, lash-out, tera-blast, trailblaze",El dibujo que tiene en la panza aterroriza. Los rivales más débiles salen huyendo al verlo.,False,False,90,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/9/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/24.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/24.png,2026-02-19T13:57:22.904652
25,pikachu,True,4,60,112,electric,"static, lightning-rod",lightning-rod,35,55,40,50,50,90,105,"mega-punch, pay-day, thunder-punch, slam, double-kick, mega-kick, headbutt, body-slam, take-down, double-edge, tail-whip, growl, surf, submission, counter, seismic-toss, strength, thunder-shock, thunderbolt, thunder-wave, thunder, dig, toxic, agility, quick-attack, rage, mimic, double-team, defense-curl, light-screen, reflect, bide, swift, skull-bash, flash, rest, substitute, thief, snore, curse, reversal, protect, sweet-kiss, mud-slap, zap-cannon, detect, endure, charm, rollout, swagger, spark, attract, sleep-talk, return, frustration, dynamic-punch, encore, iron-tail, hidden-power, rain-dance, rock-smash, uproar, facade, focus-punch, charge, helping-hand, brick-break, knock-off, endeavor, secret-power, fake-tears, signal-beam, covet, volt-tackle, calm-mind, shock-wave, natural-gift, feint, fling, magnet-rise, nasty-plot, discharge, captivate, grass-knot, charge-beam, electro-ball, round, echoed-voice, volt-switch, electroweb, wild-charge, disarming-voice, draining-kiss, play-rough, play-nice, confide, eerie-impulse, electric-terrain, nuzzle, laser-focus, rising-voltage, tera-blast, trailblaze, alluring-voice, upper-hand","Levanta su cola para vigilar los alrededores. A veces, puede ser alcanzado por un rayo en esa pose.",False,False,190,70,forest,generation-i,https://pokeapi.co/api/v2/evolution-chain/10/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/25.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/25.png,2026-02-19T13:57:23.512236
26,raichu,True,8,300,218,electric,"static, lightning-rod",lightning-rod,60,90,55,90,80,110,109,"mega-punch, pay-day, thunder-punch, slam, mega-kick, headbutt, body-slam, take-down, double-edge, tail-whip, growl, surf, hyper-beam, submission, counter, seismic-toss, strength, thunder-shock, thunderbolt, thunder-wave, thunder, dig, toxic, agility, quick-attack, rage, mimic, double-team, defense-curl, light-screen, reflect, bide, swift, skull-bash, flash, rest, substitute, thief, snore, curse, reversal, protect, sweet-kiss, mud-slap, zap-cannon, detect, endure, charm, rollout, swagger, spark, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, encore, iron-tail, hidden-power, rain-dance, rock-smash, fake-out, uproar, facade, focus-punch, charge, helping-hand, brick-break, knock-off, endeavor, secret-power, signal-beam, covet, calm-mind, shock-wave, natural-gift, feint, fling, magnet-rise, focus-blast, giga-impact, nasty-plot, discharge, captivate, grass-knot, charge-beam, electro-ball, round, echoed-voice, volt-switch, electroweb, wild-charge, disarming-voice, draining-kiss, play-rough, play-nice, confide, eerie-impulse, electric-terrain, nuzzle, laser-focus, speed-swap, brutal-swing, rising-voltage, tera-blast, trailblaze, alluring-voice, upper-hand","Cuando se carga de electricidad, sus músculos se tensan y se vuelve más agresivo de lo normal.",False,False,75,70,forest,generation-i,https://pokeapi.co/api/v2/evolution-chain/10/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/26.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/26.png,2026-02-19T13:57:24.227005
27,sandshrew,True,6,120,60,ground,"sand-veil, sand-rush",sand-rush,50,75,85,20,30,40,99,"scratch, swords-dance, cut, sand-attack, headbutt, body-slam, take-down, double-edge, poison-sting, submission, low-kick, counter, seismic-toss, strength, earthquake, fissure, dig, toxic, agility, rage, mimic, double-team, defense-curl, bide, swift, skull-bash, amnesia, leech-life, fury-swipes, rest, rock-slide, super-fang, slash, substitute, thief, snore, curse, flail, protect, mud-slap, spikes, detect, sandstorm, endure, rollout, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, safeguard, magnitude, dynamic-punch, rapid-spin, iron-tail, metal-claw, hidden-power, sunny-day, rock-smash, facade, focus-punch, brick-break, knock-off, endeavor, secret-power, crush-claw, rock-tomb, sand-tomb, aerial-ace, mud-shot, covet, gyro-ball, natural-gift, fling, poison-jab, night-slash, x-scissor, earth-power, shadow-claw, rock-climb, stone-edge, captivate, stealth-rock, hone-claws, smack-down, round, chip-away, bulldoze, work-up, rototiller, confide, high-horsepower, throat-chop, stomping-tantrum, steel-roller, scorching-sands, tera-blast","Este Pokémon permanece bajo tierra. Si se siente amenazado, se enrosca para defenderse.",False,False,255,70,rough-terrain,generation-i,https://pokeapi.co/api/v2/evolution-chain/11/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/27.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/27.png,2026-02-19T13:57:24.911314
28,sandslash,True,10,295,158,ground,"sand-veil, sand-rush",sand-rush,75,100,110,45,55,65,103,"scratch, swords-dance, cut, sand-attack, headbutt, body-slam, take-down, double-edge, poison-sting, pin-missile, hyper-beam, submission, low-kick, counter, seismic-toss, strength, earthquake, fissure, dig, toxic, agility, rage, mimic, double-team, defense-curl, bide, swift, skull-bash, amnesia, leech-life, fury-swipes, rest, rock-slide, super-fang, slash, substitute, thief, snore, curse, flail, protect, mud-slap, spikes, detect, sandstorm, endure, rollout, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, safeguard, magnitude, dynamic-punch, rapid-spin, iron-tail, metal-claw, hidden-power, sunny-day, rock-smash, facade, focus-punch, brick-break, knock-off, endeavor, secret-power, crush-claw, rock-tomb, sand-tomb, aerial-ace, mud-shot, covet, gyro-ball, natural-gift, fling, poison-jab, night-slash, x-scissor, focus-blast, earth-power, giga-impact, shadow-claw, rock-climb, gunk-shot, stone-edge, captivate, stealth-rock, hone-claws, smack-down, round, bulldoze, work-up, drill-run, confide, high-horsepower, throat-chop, stomping-tantrum, steel-roller, scorching-sands, tera-blast","Si cava a gran velocidad, puede que se le caigan las garras y púas. Vuelven a crecerle en un día.",False,False,90,70,rough-terrain,generation-i,https://pokeapi.co/api/v2/evolution-chain/11/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/28.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/28.png,2026-02-19T13:57:25.686246
29,nidoran-f,True,4,70,55,poison,"poison-point, rivalry, hustle",hustle,55,47,52,40,40,41,78,"scratch, cut, double-kick, headbutt, tackle, body-slam, take-down, double-edge, tail-whip, poison-sting, bite, growl, supersonic, disable, ice-beam, blizzard, counter, strength, thunderbolt, thunder, dig, toxic, rage, mimic, double-team, defense-curl, reflect, focus-energy, bide, skull-bash, fury-swipes, rest, super-fang, substitute, thief, snore, curse, protect, sludge-bomb, mud-slap, detect, endure, charm, swagger, attract, sleep-talk, return, frustration, pursuit, iron-tail, hidden-power, rain-dance, sunny-day, crunch, rock-smash, beat-up, flatter, facade, helping-hand, secret-power, poison-fang, aerial-ace, poison-tail, shock-wave, water-pulse, natural-gift, toxic-spikes, poison-jab, earth-power, shadow-claw, captivate, hone-claws, venoshock, round, echoed-voice, chip-away, confide, venom-drench","Aunque pequeñas, sus venenosas púas son muy peligrosas. Tienen un cuerno más pequeño que los machos.",False,False,235,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/12/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/29.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/29.png,2026-02-19T13:57:26.518003
30,nidorina,True,8,200,128,poison,"poison-point, rivalry, hustle",hustle,70,62,67,55,55,56,77,"scratch, cut, double-kick, headbutt, horn-drill, tackle, body-slam, take-down, double-edge, tail-whip, poison-sting, bite, growl, water-gun, ice-beam, blizzard, bubble-beam, counter, strength, thunderbolt, thunder, dig, toxic, rage, mimic, double-team, defense-curl, reflect, focus-energy, bide, skull-bash, fury-swipes, rest, super-fang, substitute, thief, snore, curse, protect, sludge-bomb, mud-slap, detect, endure, charm, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, sunny-day, crunch, rock-smash, beat-up, flatter, facade, helping-hand, secret-power, poison-fang, aerial-ace, shock-wave, water-pulse, natural-gift, toxic-spikes, poison-jab, earth-power, shadow-claw, captivate, hone-claws, venoshock, round, echoed-voice, confide, venom-drench, stomping-tantrum",Tiene un carácter afable. Emite ondas ultrasónicas para confundir al enemigo.,False,False,120,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/12/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/30.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/30.png,2026-02-19T13:57:27.249576
31,nidoqueen,True,13,600,227,"poison, ground","poison-point, rivalry, sheer-force",sheer-force,90,92,87,75,85,76,133,"mega-punch, pay-day, fire-punch, ice-punch, thunder-punch, scratch, cut, double-kick, mega-kick, headbutt, horn-drill, tackle, body-slam, take-down, double-edge, tail-whip, poison-sting, bite, growl, roar, supersonic, flamethrower, water-gun, surf, ice-beam, blizzard, bubble-beam, hyper-beam, submission, counter, seismic-toss, strength, thunderbolt, thunder, earthquake, fissure, dig, toxic, rage, mimic, double-team, defense-curl, reflect, focus-energy, bide, fire-blast, skull-bash, fury-swipes, rest, rock-slide, super-fang, substitute, thief, snore, curse, protect, sludge-bomb, mud-slap, icy-wind, detect, outrage, sandstorm, endure, charm, swagger, fury-cutter, attract, sleep-talk, return, frustration, dynamic-punch, iron-tail, hidden-power, rain-dance, sunny-day, crunch, shadow-ball, rock-smash, whirlpool, beat-up, uproar, torment, flatter, facade, focus-punch, taunt, helping-hand, superpower, brick-break, secret-power, rock-tomb, sand-tomb, aerial-ace, mud-shot, rock-blast, shock-wave, water-pulse, natural-gift, fling, toxic-spikes, poison-jab, aqua-tail, dragon-pulse, focus-blast, earth-power, giga-impact, avalanche, shadow-claw, rock-climb, stone-edge, captivate, stealth-rock, hone-claws, venoshock, smack-down, sludge-wave, round, echoed-voice, chip-away, hex, incinerate, quash, bulldoze, dragon-tail, drill-run, confide, venom-drench, power-up-punch, high-horsepower, throat-chop, stomping-tantrum, body-press, scorching-sands",Usa su cuerpo duro y escamoso para sellar la entrada a su madriguera y protegerse de los depredadores.,False,False,45,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/12/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/31.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/31.png,2026-02-19T13:57:28.078473
32,nidoran-m,True,5,90,55,poison,"poison-point, rivalry, hustle",hustle,46,57,40,40,40,50,80,"cut, double-kick, headbutt, horn-attack, fury-attack, horn-drill, tackle, body-slam, take-down, thrash, double-edge, poison-sting, leer, supersonic, disable, ice-beam, blizzard, peck, counter, strength, thunderbolt, thunder, dig, toxic, confusion, rage, mimic, double-team, defense-curl, reflect, focus-energy, bide, skull-bash, amnesia, rest, super-fang, substitute, thief, snore, curse, protect, sludge-bomb, mud-slap, detect, endure, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, sunny-day, rock-smash, beat-up, flatter, facade, helping-hand, secret-power, poison-tail, shock-wave, water-pulse, natural-gift, sucker-punch, toxic-spikes, poison-jab, earth-power, shadow-claw, captivate, head-smash, hone-claws, venoshock, round, echoed-voice, chip-away, drill-run, confide, venom-drench, smart-strike",Saca las orejas por encima de la hierba para explorar el territorio. Le protege su cuerno venenoso.,False,False,235,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/13/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/32.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/32.png,2026-02-19T13:57:28.898313
33,nidorino,True,9,195,128,poison,"poison-point, rivalry, hustle",hustle,61,72,57,55,55,65,76,"cut, double-kick, headbutt, horn-attack, fury-attack, horn-drill, tackle, body-slam, take-down, double-edge, poison-sting, leer, water-gun, ice-beam, blizzard, bubble-beam, peck, counter, strength, thunderbolt, thunder, dig, toxic, rage, mimic, double-team, defense-curl, reflect, focus-energy, bide, skull-bash, amnesia, rest, super-fang, substitute, thief, snore, curse, protect, sludge-bomb, mud-slap, detect, endure, swagger, attract, sleep-talk, return, frustration, iron-tail, hidden-power, rain-dance, sunny-day, rock-smash, beat-up, flatter, facade, helping-hand, secret-power, shock-wave, water-pulse, natural-gift, sucker-punch, toxic-spikes, poison-jab, earth-power, shadow-claw, captivate, hone-claws, venoshock, round, echoed-voice, drill-run, confide, venom-drench, smart-strike, stomping-tantrum","Levanta sus grandes orejas para vigilar. Si detecta algo, atacará de inmediato.",False,False,120,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/13/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/33.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/33.png,2026-02-19T13:57:29.620486
34,nidoking,True,14,620,227,"poison, ground","poison-point, rivalry, sheer-force",sheer-force,81,102,77,85,75,85,134,"mega-punch, pay-day, fire-punch, ice-punch, thunder-punch, cut, double-kick, mega-kick, headbutt, horn-attack, fury-attack, horn-drill, tackle, body-slam, take-down, thrash, double-edge, poison-sting, leer, roar, supersonic, flamethrower, water-gun, surf, ice-beam, blizzard, bubble-beam, hyper-beam, peck, submission, counter, seismic-toss, strength, thunderbolt, thunder, earthquake, fissure, dig, toxic, rage, mimic, double-team, defense-curl, reflect, focus-energy, bide, fire-blast, skull-bash, amnesia, rest, rock-slide, super-fang, substitute, thief, snore, curse, protect, sludge-bomb, mud-slap, icy-wind, detect, outrage, sandstorm, endure, swagger, fury-cutter, attract, sleep-talk, return, frustration, dynamic-punch, megahorn, iron-tail, hidden-power, rain-dance, sunny-day, shadow-ball, rock-smash, whirlpool, beat-up, uproar, torment, flatter, facade, focus-punch, taunt, helping-hand, superpower, brick-break, secret-power, rock-tomb, sand-tomb, mud-shot, rock-blast, shock-wave, water-pulse, natural-gift, fling, sucker-punch, toxic-spikes, poison-jab, aqua-tail, dragon-pulse, focus-blast, earth-power, giga-impact, avalanche, shadow-claw, rock-climb, stone-edge, captivate, stealth-rock, hone-claws, venoshock, smack-down, sludge-wave, round, echoed-voice, chip-away, hex, incinerate, quash, bulldoze, dragon-tail, drill-run, confide, venom-drench, power-up-punch, high-horsepower, throat-chop, smart-strike, stomping-tantrum, body-press, scorching-sands",Es fácil reconocerlo por tener una dura piel y un gran cuerno lleno de peligrosísimo veneno.,False,False,45,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/13/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/34.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/34.png,2026-02-19T13:57:30.240459
